"Date";"DateCheck";"Q.m3Hrs";"Qna"
2016-03-25 13:58:00;"25/03/2016 13:58";1,102;1,102
2016-03-25 14:00:00;"25/03/2016 14:00";1,176;1,176
2016-03-25 14:02:00;"25/03/2016 14:02";1,156;1,156
2016-03-25 14:04:00;"25/03/2016 14:04";1,088;1,088
2016-03-25 14:06:00;"25/03/2016 14:06";1,184;1,184
2016-03-25 14:08:00;"25/03/2016 14:08";1,168;1,168
2016-03-25 14:10:00;"25/03/2016 14:10";1,153;1,153
2016-03-25 14:12:00;"25/03/2016 14:12";1,098;1,098
2016-03-25 14:14:00;"25/03/2016 14:14";1,172;1,172
2016-03-25 14:16:00;"25/03/2016 14:16";1,132;1,132
2016-03-25 14:18:00;"25/03/2016 14:18";1,094;1,094
2016-03-25 14:20:00;"25/03/2016 14:20";1,151;1,151
2016-03-25 14:22:00;"25/03/2016 14:22";1,111;1,111
2016-03-25 14:24:00;"25/03/2016 14:24";1,103;1,103
2016-03-25 14:26:00;"25/03/2016 14:26";1,153;1,153
2016-03-25 14:28:00;"25/03/2016 14:28";1,105;1,105
2016-03-25 14:30:00;"25/03/2016 14:30";1,147;1,147
2016-03-25 14:32:00;"25/03/2016 14:32";1,102;1,102
2016-03-25 14:34:00;"25/03/2016 14:34";1,095;1,095
2016-03-25 14:36:00;"25/03/2016 14:36";1,187;1,187
2016-03-25 14:38:00;"25/03/2016 14:38";1,185;1,185
2016-03-25 14:40:00;"25/03/2016 14:40";1,107;1,107
2016-03-25 14:42:00;"25/03/2016 14:42";1,109;1,109
2016-03-25 14:44:00;"25/03/2016 14:44";1,111;1,111
2016-03-25 14:46:00;"25/03/2016 14:46";1,177;1,177
2016-03-25 14:48:00;"25/03/2016 14:48";1,106;1,106
2016-03-25 14:50:00;"25/03/2016 14:50";1,103;1,103
2016-03-25 14:52:00;"25/03/2016 14:52";1,147;1,147
2016-03-25 14:54:00;"25/03/2016 14:54";1,143;1,143
2016-03-25 14:56:00;"25/03/2016 14:56";1,101;1,101
2016-03-25 14:58:00;"25/03/2016 14:58";1,147;1,147
2016-03-25 15:00:00;"25/03/2016 15:00";1,142;1,142
2016-03-25 15:02:00;"25/03/2016 15:02";1,201;1,201
2016-03-25 15:04:00;"25/03/2016 15:04";1,145;1,145
2016-03-25 15:06:00;"25/03/2016 15:06";1,142;1,142
2016-03-25 15:08:00;"25/03/2016 15:08";1,099;1,099
2016-03-25 15:10:00;"25/03/2016 15:10";1,153;1,153
2016-03-25 15:12:00;"25/03/2016 15:12";1,188;1,188
2016-03-25 15:14:00;"25/03/2016 15:14";1,142;1,142
2016-03-25 15:16:00;"25/03/2016 15:16";1,103;1,103
2016-03-25 15:18:00;"25/03/2016 15:18";1,141;1,141
2016-03-25 15:20:00;"25/03/2016 15:20";1,201;1,201
2016-03-25 15:22:00;"25/03/2016 15:22";1,136;1,136
2016-03-25 15:24:00;"25/03/2016 15:24";1,149;1,149
2016-03-25 15:26:00;"25/03/2016 15:26";1,193;1,193
2016-03-25 15:28:00;"25/03/2016 15:28";1,15;1,15
2016-03-25 15:30:00;"25/03/2016 15:30";1,103;1,103
2016-03-25 15:32:00;"25/03/2016 15:32";1,156;1,156
2016-03-25 15:34:00;"25/03/2016 15:34";1,117;1,117
2016-03-25 15:36:00;"25/03/2016 15:36";1,191;1,191
2016-03-25 15:38:00;"25/03/2016 15:38";1,095;1,095
2016-03-25 15:40:00;"25/03/2016 15:40";1,132;1,132
2016-03-25 15:42:00;"25/03/2016 15:42";1,14;1,14
2016-03-25 15:44:00;"25/03/2016 15:44";1,106;1,106
2016-03-25 15:46:00;"25/03/2016 15:46";1,145;1,145
2016-03-25 15:48:00;"25/03/2016 15:48";1,144;1,144
2016-03-25 15:50:00;"25/03/2016 15:50";1,189;1,189
2016-03-25 15:52:00;"25/03/2016 15:52";1,088;1,088
2016-03-25 15:54:00;"25/03/2016 15:54";1,138;1,138
2016-03-25 15:56:00;"25/03/2016 15:56";1,142;1,142
2016-03-25 15:58:00;"25/03/2016 15:58";1,141;1,141
2016-03-25 16:00:00;"25/03/2016 16:00";1,154;1,154
2016-03-25 16:02:00;"25/03/2016 16:02";1,107;1,107
2016-03-25 16:04:00;"25/03/2016 16:04";1,178;1,178
2016-03-25 16:06:00;"25/03/2016 16:06";1,193;1,193
2016-03-25 16:08:00;"25/03/2016 16:08";1,176;1,176
2016-03-25 16:10:00;"25/03/2016 16:10";1,151;1,151
2016-03-25 16:12:00;"25/03/2016 16:12";1,093;1,093
2016-03-25 16:14:00;"25/03/2016 16:14";1,091;1,091
2016-03-25 16:16:00;"25/03/2016 16:16";1,087;1,087
2016-03-25 16:18:00;"25/03/2016 16:18";1,098;1,098
2016-03-25 16:20:00;"25/03/2016 16:20";1,166;1,166
2016-03-25 16:22:00;"25/03/2016 16:22";1,124;1,124
2016-03-25 16:24:00;"25/03/2016 16:24";1,205;1,205
2016-03-25 16:26:00;"25/03/2016 16:26";1,147;1,147
2016-03-25 16:28:00;"25/03/2016 16:28";1,216;1,216
2016-03-25 16:30:00;"25/03/2016 16:30";1,127;1,127
2016-03-25 16:32:00;"25/03/2016 16:32";1,188;1,188
2016-03-25 16:34:00;"25/03/2016 16:34";1,197;1,197
2016-03-25 16:36:00;"25/03/2016 16:36";1,151;1,151
2016-03-25 16:38:00;"25/03/2016 16:38";1,156;1,156
2016-03-25 16:40:00;"25/03/2016 16:40";1,185;1,185
2016-03-25 16:42:00;"25/03/2016 16:42";1,156;1,156
2016-03-25 16:44:00;"25/03/2016 16:44";1,144;1,144
2016-03-25 16:46:00;"25/03/2016 16:46";1,212;1,212
2016-03-25 16:48:00;"25/03/2016 16:48";1,201;1,201
2016-03-25 16:50:00;"25/03/2016 16:50";1,159;1,159
2016-03-25 16:52:00;"25/03/2016 16:52";1,151;1,151
2016-03-25 16:54:00;"25/03/2016 16:54";1,091;1,091
2016-03-25 16:56:00;"25/03/2016 16:56";1,212;1,212
2016-03-25 16:58:00;"25/03/2016 16:58";1,176;1,176
2016-03-25 17:00:00;"25/03/2016 17:00";1,208;1,208
2016-03-25 17:02:00;"25/03/2016 17:02";1,192;1,192
2016-03-25 17:04:00;"25/03/2016 17:04";1,228;1,228
2016-03-25 17:06:00;"25/03/2016 17:06";1,145;1,145
2016-03-25 17:08:00;"25/03/2016 17:08";1,148;1,148
2016-03-25 17:10:00;"25/03/2016 17:10";1,195;1,195
2016-03-25 17:12:00;"25/03/2016 17:12";1,241;1,241
2016-03-25 17:14:00;"25/03/2016 17:14";1,21;1,21
2016-03-25 17:16:00;"25/03/2016 17:16";1,211;1,211
2016-03-25 17:18:00;"25/03/2016 17:18";1,176;1,176
2016-03-25 17:20:00;"25/03/2016 17:20";1,139;1,139
2016-03-25 17:22:00;"25/03/2016 17:22";1,198;1,198
2016-03-25 17:24:00;"25/03/2016 17:24";1,195;1,195
2016-03-25 17:26:00;"25/03/2016 17:26";1,211;1,211
2016-03-25 17:28:00;"25/03/2016 17:28";1,173;1,173
2016-03-25 17:30:00;"25/03/2016 17:30";1,198;1,198
2016-03-25 17:32:00;"25/03/2016 17:32";1,192;1,192
2016-03-25 17:34:00;"25/03/2016 17:34";1,208;1,208
2016-03-25 17:36:00;"25/03/2016 17:36";1,209;1,209
2016-03-25 17:38:00;"25/03/2016 17:38";1,221;1,221
2016-03-25 17:40:00;"25/03/2016 17:40";1,206;1,206
2016-03-25 17:42:00;"25/03/2016 17:42";1,208;1,208
2016-03-25 17:44:00;"25/03/2016 17:44";1,211;1,211
2016-03-25 17:46:00;"25/03/2016 17:46";1,172;1,172
2016-03-25 17:48:00;"25/03/2016 17:48";1,179;1,179
2016-03-25 17:50:00;"25/03/2016 17:50";1,211;1,211
2016-03-25 17:52:00;"25/03/2016 17:52";1,27;1,27
2016-03-25 17:54:00;"25/03/2016 17:54";1,165;1,165
2016-03-25 17:56:00;"25/03/2016 17:56";1,202;1,202
2016-03-25 17:58:00;"25/03/2016 17:58";1,22;1,22
2016-03-25 18:00:00;"25/03/2016 18:00";1,22;1,22
2016-03-25 18:02:00;"25/03/2016 18:02";1,243;1,243
2016-03-25 18:04:00;"25/03/2016 18:04";1,232;1,232
2016-03-25 18:06:00;"25/03/2016 18:06";1,188;1,188
2016-03-25 18:08:00;"25/03/2016 18:08";1,252;1,252
2016-03-25 18:10:00;"25/03/2016 18:10";1,229;1,229
2016-03-25 18:12:00;"25/03/2016 18:12";1,237;1,237
2016-03-25 18:14:00;"25/03/2016 18:14";1,205;1,205
2016-03-25 18:16:00;"25/03/2016 18:16";1,228;1,228
2016-03-25 18:18:00;"25/03/2016 18:18";1,252;1,252
2016-03-25 18:20:00;"25/03/2016 18:20";1,217;1,217
2016-03-25 18:22:00;"25/03/2016 18:22";1,219;1,219
2016-03-25 18:24:00;"25/03/2016 18:24";1,271;1,271
2016-03-25 18:26:00;"25/03/2016 18:26";1,216;1,216
2016-03-25 18:28:00;"25/03/2016 18:28";1,243;1,243
2016-03-25 18:30:00;"25/03/2016 18:30";1,255;1,255
2016-03-25 18:32:00;"25/03/2016 18:32";1,185;1,185
2016-03-25 18:34:00;"25/03/2016 18:34";1,197;1,197
2016-03-25 18:36:00;"25/03/2016 18:36";1,232;1,232
2016-03-25 18:38:00;"25/03/2016 18:38";1,305;1,305
2016-03-25 18:40:00;"25/03/2016 18:40";1,226;1,226
2016-03-25 18:42:00;"25/03/2016 18:42";1,269;1,269
2016-03-25 18:44:00;"25/03/2016 18:44";1,218;1,218
2016-03-25 18:46:00;"25/03/2016 18:46";1,223;1,223
2016-03-25 18:48:00;"25/03/2016 18:48";1,226;1,226
2016-03-25 18:50:00;"25/03/2016 18:50";1,259;1,259
2016-03-25 18:52:00;"25/03/2016 18:52";1,27;1,27
2016-03-25 18:54:00;"25/03/2016 18:54";1,202;1,202
2016-03-25 18:56:00;"25/03/2016 18:56";1,219;1,219
2016-03-25 18:58:00;"25/03/2016 18:58";1,271;1,271
2016-03-25 19:00:00;"25/03/2016 19:00";1,207;1,207
2016-03-25 19:02:00;"25/03/2016 19:02";1,221;1,221
2016-03-25 19:04:00;"25/03/2016 19:04";1,215;1,215
2016-03-25 19:06:00;"25/03/2016 19:06";1,223;1,223
2016-03-25 19:08:00;"25/03/2016 19:08";1,217;1,217
2016-03-25 19:10:00;"25/03/2016 19:10";1,218;1,218
2016-03-25 19:12:00;"25/03/2016 19:12";1,302;1,302
2016-03-25 19:14:00;"25/03/2016 19:14";1,268;1,268
2016-03-25 19:16:00;"25/03/2016 19:16";1,207;1,207
2016-03-25 19:18:00;"25/03/2016 19:18";1,254;1,254
2016-03-25 19:20:00;"25/03/2016 19:20";1,269;1,269
2016-03-25 19:22:00;"25/03/2016 19:22";1,201;1,201
2016-03-25 19:24:00;"25/03/2016 19:24";1,225;1,225
2016-03-25 19:26:00;"25/03/2016 19:26";1,245;1,245
2016-03-25 19:28:00;"25/03/2016 19:28";1,278;1,278
2016-03-25 19:30:00;"25/03/2016 19:30";1,275;1,275
2016-03-25 19:32:00;"25/03/2016 19:32";1,284;1,284
2016-03-25 19:34:00;"25/03/2016 19:34";1,212;1,212
2016-03-25 19:36:00;"25/03/2016 19:36";1,203;1,203
2016-03-25 19:38:00;"25/03/2016 19:38";1,271;1,271
2016-03-25 19:40:00;"25/03/2016 19:40";1,289;1,289
2016-03-25 19:42:00;"25/03/2016 19:42";1,315;1,315
2016-03-25 19:44:00;"25/03/2016 19:44";1,261;1,261
2016-03-25 19:46:00;"25/03/2016 19:46";1,229;1,229
2016-03-25 19:48:00;"25/03/2016 19:48";1,235;1,235
2016-03-25 19:50:00;"25/03/2016 19:50";1,224;1,224
2016-03-25 19:52:00;"25/03/2016 19:52";1,253;1,253
2016-03-25 19:54:00;"25/03/2016 19:54";1,212;1,212
2016-03-25 19:56:00;"25/03/2016 19:56";1,233;1,233
2016-03-25 19:58:00;"25/03/2016 19:58";1,265;1,265
2016-03-25 20:00:00;"25/03/2016 20:00";1,238;1,238
2016-03-25 20:02:00;"25/03/2016 20:02";1,288;1,288
2016-03-25 20:04:00;"25/03/2016 20:04";1,239;1,239
2016-03-25 20:06:00;"25/03/2016 20:06";1,268;1,268
2016-03-25 20:08:00;"25/03/2016 20:08";1,261;1,261
2016-03-25 20:10:00;"25/03/2016 20:10";1,223;1,223
2016-03-25 20:12:00;"25/03/2016 20:12";1,217;1,217
2016-03-25 20:14:00;"25/03/2016 20:14";1,234;1,234
2016-03-25 20:16:00;"25/03/2016 20:16";1,268;1,268
2016-03-25 20:18:00;"25/03/2016 20:18";1,258;1,258
2016-03-25 20:20:00;"25/03/2016 20:20";1,294;1,294
2016-03-25 20:22:00;"25/03/2016 20:22";1,266;1,266
2016-03-25 20:24:00;"25/03/2016 20:24";1,266;1,266
2016-03-25 20:26:00;"25/03/2016 20:26";1,215;1,215
2016-03-25 20:28:00;"25/03/2016 20:28";1,212;1,212
2016-03-25 20:30:00;"25/03/2016 20:30";1,256;1,256
2016-03-25 20:32:00;"25/03/2016 20:32";1,223;1,223
2016-03-25 20:34:00;"25/03/2016 20:34";1,212;1,212
2016-03-25 20:36:00;"25/03/2016 20:36";1,294;1,294
2016-03-25 20:38:00;"25/03/2016 20:38";1,244;1,244
2016-03-25 20:40:00;"25/03/2016 20:40";1,218;1,218
2016-03-25 20:42:00;"25/03/2016 20:42";1,225;1,225
2016-03-25 20:44:00;"25/03/2016 20:44";1,23;1,23
2016-03-25 20:46:00;"25/03/2016 20:46";1,217;1,217
2016-03-25 20:48:00;"25/03/2016 20:48";1,224;1,224
2016-03-25 20:50:00;"25/03/2016 20:50";1,199;1,199
2016-03-25 20:52:00;"25/03/2016 20:52";1,212;1,212
2016-03-25 20:54:00;"25/03/2016 20:54";1,234;1,234
2016-03-25 20:56:00;"25/03/2016 20:56";1,235;1,235
2016-03-25 20:58:00;"25/03/2016 20:58";1,214;1,214
2016-03-25 21:00:00;"25/03/2016 21:00";1,209;1,209
2016-03-25 21:02:00;"25/03/2016 21:02";1,271;1,271
2016-03-25 21:04:00;"25/03/2016 21:04";1,213;1,213
2016-03-25 21:06:00;"25/03/2016 21:06";1,264;1,264
2016-03-25 21:08:00;"25/03/2016 21:08";1,205;1,205
2016-03-25 21:10:00;"25/03/2016 21:10";1,25;1,25
2016-03-25 21:12:00;"25/03/2016 21:12";1,202;1,202
2016-03-25 21:14:00;"25/03/2016 21:14";1,215;1,215
2016-03-25 21:16:00;"25/03/2016 21:16";1,237;1,237
2016-03-25 21:18:00;"25/03/2016 21:18";1,238;1,238
2016-03-25 21:20:00;"25/03/2016 21:20";1,277;1,277
2016-03-25 21:22:00;"25/03/2016 21:22";1,271;1,271
2016-03-25 21:24:00;"25/03/2016 21:24";1,302;1,302
2016-03-25 21:26:00;"25/03/2016 21:26";1,242;1,242
2016-03-25 21:28:00;"25/03/2016 21:28";1,302;1,302
2016-03-25 21:30:00;"25/03/2016 21:30";1,315;1,315
2016-03-25 21:32:00;"25/03/2016 21:32";1,259;1,259
2016-03-25 21:34:00;"25/03/2016 21:34";1,257;1,257
2016-03-25 21:36:00;"25/03/2016 21:36";1,266;1,266
2016-03-25 21:38:00;"25/03/2016 21:38";1,305;1,305
2016-03-25 21:40:00;"25/03/2016 21:40";1,238;1,238
2016-03-25 21:42:00;"25/03/2016 21:42";1,207;1,207
2016-03-25 21:44:00;"25/03/2016 21:44";1,198;1,198
2016-03-25 21:46:00;"25/03/2016 21:46";1,204;1,204
2016-03-25 21:48:00;"25/03/2016 21:48";1,123;1,123
2016-03-25 21:50:00;"25/03/2016 21:50";1,182;1,182
2016-03-25 21:52:00;"25/03/2016 21:52";1,196;1,196
2016-03-25 21:54:00;"25/03/2016 21:54";1,205;1,205
2016-03-25 21:56:00;"25/03/2016 21:56";1,205;1,205
2016-03-25 21:58:00;"25/03/2016 21:58";1,187;1,187
2016-03-25 22:00:00;"25/03/2016 22:00";1,201;1,201
2016-03-25 22:02:00;"25/03/2016 22:02";1,201;1,201
2016-03-25 22:04:00;"25/03/2016 22:04";1,213;1,213
2016-03-25 22:06:00;"25/03/2016 22:06";1,232;1,232
2016-03-25 22:08:00;"25/03/2016 22:08";1,246;1,246
2016-03-25 22:10:00;"25/03/2016 22:10";1,209;1,209
2016-03-25 22:12:00;"25/03/2016 22:12";1,212;1,212
2016-03-25 22:14:00;"25/03/2016 22:14";1,228;1,228
2016-03-25 22:16:00;"25/03/2016 22:16";1,208;1,208
2016-03-25 22:18:00;"25/03/2016 22:18";1,233;1,233
2016-03-25 22:20:00;"25/03/2016 22:20";1,176;1,176
2016-03-25 22:22:00;"25/03/2016 22:22";1,168;1,168
2016-03-25 22:24:00;"25/03/2016 22:24";1,174;1,174
2016-03-25 22:26:00;"25/03/2016 22:26";1,199;1,199
2016-03-25 22:28:00;"25/03/2016 22:28";1,249;1,249
2016-03-25 22:30:00;"25/03/2016 22:30";1,239;1,239
2016-03-25 22:32:00;"25/03/2016 22:32";1,19;1,19
2016-03-25 22:34:00;"25/03/2016 22:34";1,204;1,204
2016-03-25 22:36:00;"25/03/2016 22:36";1,152;1,152
2016-03-25 22:38:00;"25/03/2016 22:38";1,201;1,201
2016-03-25 22:40:00;"25/03/2016 22:40";1,204;1,204
2016-03-25 22:42:00;"25/03/2016 22:42";1,207;1,207
2016-03-25 22:44:00;"25/03/2016 22:44";1,182;1,182
2016-03-25 22:46:00;"25/03/2016 22:46";1,254;1,254
2016-03-25 22:48:00;"25/03/2016 22:48";1,22;1,22
2016-03-25 22:50:00;"25/03/2016 22:50";1,229;1,229
2016-03-25 22:52:00;"25/03/2016 22:52";1,314;1,314
2016-03-25 22:54:00;"25/03/2016 22:54";1,195;1,195
2016-03-25 22:56:00;"25/03/2016 22:56";1,299;1,299
2016-03-25 22:58:00;"25/03/2016 22:58";1,275;1,275
2016-03-25 23:00:00;"25/03/2016 23:00";1,278;1,278
2016-03-25 23:02:00;"25/03/2016 23:02";1,266;1,266
2016-03-25 23:04:00;"25/03/2016 23:04";1,262;1,262
2016-03-25 23:06:00;"25/03/2016 23:06";1,243;1,243
2016-03-25 23:08:00;"25/03/2016 23:08";1,308;1,308
2016-03-25 23:10:00;"25/03/2016 23:10";1,331;1,331
2016-03-25 23:12:00;"25/03/2016 23:12";1,332;1,332
2016-03-25 23:14:00;"25/03/2016 23:14";1,309;1,309
2016-03-25 23:16:00;"25/03/2016 23:16";1,227;1,227
2016-03-25 23:18:00;"25/03/2016 23:18";1,306;1,306
2016-03-25 23:20:00;"25/03/2016 23:20";1,23;1,23
2016-03-25 23:22:00;"25/03/2016 23:22";1,327;1,327
2016-03-25 23:24:00;"25/03/2016 23:24";1,324;1,324
2016-03-25 23:26:00;"25/03/2016 23:26";1,23;1,23
2016-03-25 23:28:00;"25/03/2016 23:28";1,311;1,311
2016-03-25 23:30:00;"25/03/2016 23:30";1,332;1,332
2016-03-25 23:32:00;"25/03/2016 23:32";1,27;1,27
2016-03-25 23:34:00;"25/03/2016 23:34";1,275;1,275
2016-03-25 23:36:00;"25/03/2016 23:36";1,291;1,291
2016-03-25 23:38:00;"25/03/2016 23:38";1,312;1,312
2016-03-25 23:40:00;"25/03/2016 23:40";1,338;1,338
2016-03-25 23:42:00;"25/03/2016 23:42";1,268;1,268
2016-03-25 23:44:00;"25/03/2016 23:44";1,252;1,252
2016-03-25 23:46:00;"25/03/2016 23:46";1,267;1,267
2016-03-25 23:48:00;"25/03/2016 23:48";1,32;1,32
2016-03-25 23:50:00;"25/03/2016 23:50";1,261;1,261
2016-03-25 23:52:00;"25/03/2016 23:52";1,286;1,286
2016-03-25 23:54:00;"25/03/2016 23:54";1,3;1,3
2016-03-25 23:56:00;"25/03/2016 23:56";1,304;1,304
2016-03-25 23:58:00;"25/03/2016 23:58";1,241;1,241
2016-03-26 00:00:00;"26/03/2016 00:00";1,266;1,266
2016-03-26 00:02:00;"26/03/2016 00:02";1,237;1,237
2016-03-26 00:04:00;"26/03/2016 00:04";1,329;1,329
2016-03-26 00:06:00;"26/03/2016 00:06";1,239;1,239
2016-03-26 00:08:00;"26/03/2016 00:08";1,282;1,282
2016-03-26 00:10:00;"26/03/2016 00:10";1,269;1,269
2016-03-26 00:12:00;"26/03/2016 00:12";1,306;1,306
2016-03-26 00:14:00;"26/03/2016 00:14";1,277;1,277
2016-03-26 00:16:00;"26/03/2016 00:16";1,291;1,291
2016-03-26 00:18:00;"26/03/2016 00:18";1,298;1,298
2016-03-26 00:20:00;"26/03/2016 00:20";1,219;1,219
2016-03-26 00:22:00;"26/03/2016 00:22";1,269;1,269
2016-03-26 00:24:00;"26/03/2016 00:24";1,305;1,305
2016-03-26 00:26:00;"26/03/2016 00:26";1,32;1,32
2016-03-26 00:28:00;"26/03/2016 00:28";1,305;1,305
2016-03-26 00:30:00;"26/03/2016 00:30";1,299;1,299
2016-03-26 00:32:00;"26/03/2016 00:32";1,269;1,269
2016-03-26 00:34:00;"26/03/2016 00:34";1,268;1,268
2016-03-26 00:36:00;"26/03/2016 00:36";1,266;1,266
2016-03-26 00:38:00;"26/03/2016 00:38";1,269;1,269
2016-03-26 00:40:00;"26/03/2016 00:40";1,286;1,286
2016-03-26 00:42:00;"26/03/2016 00:42";1,283;1,283
2016-03-26 00:44:00;"26/03/2016 00:44";1,324;1,324
2016-03-26 00:46:00;"26/03/2016 00:46";1,232;1,232
2016-03-26 00:48:00;"26/03/2016 00:48";1,266;1,266
2016-03-26 00:50:00;"26/03/2016 00:50";1,277;1,277
2016-03-26 00:52:00;"26/03/2016 00:52";1,27;1,27
2016-03-26 00:54:00;"26/03/2016 00:54";1,295;1,295
2016-03-26 00:56:00;"26/03/2016 00:56";1,329;1,329
2016-03-26 00:58:00;"26/03/2016 00:58";1,311;1,311
2016-03-26 01:00:00;"26/03/2016 01:00";1,308;1,308
2016-03-26 01:02:00;"26/03/2016 01:02";1,33;1,33
2016-03-26 01:04:00;"26/03/2016 01:04";1,322;1,322
2016-03-26 01:06:00;"26/03/2016 01:06";1,291;1,291
2016-03-26 01:08:00;"26/03/2016 01:08";1,234;1,234
2016-03-26 01:10:00;"26/03/2016 01:10";1,293;1,293
2016-03-26 01:12:00;"26/03/2016 01:12";1,313;1,313
2016-03-26 01:14:00;"26/03/2016 01:14";1,321;1,321
2016-03-26 01:16:00;"26/03/2016 01:16";1,268;1,268
2016-03-26 01:18:00;"26/03/2016 01:18";1,286;1,286
2016-03-26 01:20:00;"26/03/2016 01:20";1,348;1,348
2016-03-26 01:22:00;"26/03/2016 01:22";1,314;1,314
2016-03-26 01:24:00;"26/03/2016 01:24";1,303;1,303
2016-03-26 01:26:00;"26/03/2016 01:26";1,297;1,297
2016-03-26 01:28:00;"26/03/2016 01:28";1,272;1,272
2016-03-26 01:30:00;"26/03/2016 01:30";1,289;1,289
2016-03-26 01:32:00;"26/03/2016 01:32";1,296;1,296
2016-03-26 01:34:00;"26/03/2016 01:34";1,29;1,29
2016-03-26 01:36:00;"26/03/2016 01:36";1,283;1,283
2016-03-26 01:38:00;"26/03/2016 01:38";1,277;1,277
2016-03-26 01:40:00;"26/03/2016 01:40";1,274;1,274
2016-03-26 01:42:00;"26/03/2016 01:42";1,331;1,331
2016-03-26 01:44:00;"26/03/2016 01:44";1,232;1,232
2016-03-26 01:46:00;"26/03/2016 01:46";1,318;1,318
2016-03-26 01:48:00;"26/03/2016 01:48";1,281;1,281
2016-03-26 01:50:00;"26/03/2016 01:50";1,266;1,266
2016-03-26 01:52:00;"26/03/2016 01:52";1,315;1,315
2016-03-26 01:54:00;"26/03/2016 01:54";1,28;1,28
2016-03-26 01:56:00;"26/03/2016 01:56";1,314;1,314
2016-03-26 01:58:00;"26/03/2016 01:58";1,271;1,271
2016-03-26 02:00:00;"26/03/2016 02:00";1,267;1,267
2016-03-26 02:02:00;"26/03/2016 02:02";1,304;1,304
2016-03-26 02:04:00;"26/03/2016 02:04";1,315;1,315
2016-03-26 02:06:00;"26/03/2016 02:06";1,326;1,326
2016-03-26 02:08:00;"26/03/2016 02:08";1,267;1,267
2016-03-26 02:10:00;"26/03/2016 02:10";1,278;1,278
2016-03-26 02:12:00;"26/03/2016 02:12";1,307;1,307
2016-03-26 02:14:00;"26/03/2016 02:14";1,313;1,313
2016-03-26 02:16:00;"26/03/2016 02:16";1,325;1,325
2016-03-26 02:18:00;"26/03/2016 02:18";1,293;1,293
2016-03-26 02:20:00;"26/03/2016 02:20";1,262;1,262
2016-03-26 02:22:00;"26/03/2016 02:22";1,271;1,271
2016-03-26 02:24:00;"26/03/2016 02:24";1,314;1,314
2016-03-26 02:26:00;"26/03/2016 02:26";1,249;1,249
2016-03-26 02:28:00;"26/03/2016 02:28";1,31;1,31
2016-03-26 02:30:00;"26/03/2016 02:30";1,277;1,277
2016-03-26 02:32:00;"26/03/2016 02:32";1,312;1,312
2016-03-26 02:34:00;"26/03/2016 02:34";1,316;1,316
2016-03-26 02:36:00;"26/03/2016 02:36";1,278;1,278
2016-03-26 02:38:00;"26/03/2016 02:38";1,321;1,321
2016-03-26 02:40:00;"26/03/2016 02:40";1,347;1,347
2016-03-26 02:42:00;"26/03/2016 02:42";1,315;1,315
2016-03-26 02:44:00;"26/03/2016 02:44";1,301;1,301
2016-03-26 02:46:00;"26/03/2016 02:46";1,34;1,34
2016-03-26 02:48:00;"26/03/2016 02:48";1,264;1,264
2016-03-26 02:50:00;"26/03/2016 02:50";1,313;1,313
2016-03-26 02:52:00;"26/03/2016 02:52";1,298;1,298
2016-03-26 02:54:00;"26/03/2016 02:54";1,272;1,272
2016-03-26 02:56:00;"26/03/2016 02:56";1,325;1,325
2016-03-26 02:58:00;"26/03/2016 02:58";1,303;1,303
2016-03-26 03:00:00;"26/03/2016 03:00";1,253;1,253
2016-03-26 03:02:00;"26/03/2016 03:02";1,272;1,272
2016-03-26 03:04:00;"26/03/2016 03:04";1,311;1,311
2016-03-26 03:06:00;"26/03/2016 03:06";1,306;1,306
2016-03-26 03:08:00;"26/03/2016 03:08";1,257;1,257
2016-03-26 03:10:00;"26/03/2016 03:10";1,305;1,305
2016-03-26 03:12:00;"26/03/2016 03:12";1,317;1,317
2016-03-26 03:14:00;"26/03/2016 03:14";1,313;1,313
2016-03-26 03:16:00;"26/03/2016 03:16";1,296;1,296
2016-03-26 03:18:00;"26/03/2016 03:18";1,331;1,331
2016-03-26 03:20:00;"26/03/2016 03:20";1,308;1,308
2016-03-26 03:22:00;"26/03/2016 03:22";1,324;1,324
2016-03-26 03:24:00;"26/03/2016 03:24";1,261;1,261
2016-03-26 03:26:00;"26/03/2016 03:26";1,27;1,27
2016-03-26 03:28:00;"26/03/2016 03:28";1,321;1,321
2016-03-26 03:30:00;"26/03/2016 03:30";1,307;1,307
2016-03-26 03:32:00;"26/03/2016 03:32";1,31;1,31
2016-03-26 03:34:00;"26/03/2016 03:34";1,303;1,303
2016-03-26 03:36:00;"26/03/2016 03:36";1,239;1,239
2016-03-26 03:38:00;"26/03/2016 03:38";1,307;1,307
2016-03-26 03:40:00;"26/03/2016 03:40";1,311;1,311
2016-03-26 03:42:00;"26/03/2016 03:42";1,296;1,296
2016-03-26 03:44:00;"26/03/2016 03:44";1,288;1,288
2016-03-26 03:46:00;"26/03/2016 03:46";1,299;1,299
2016-03-26 03:48:00;"26/03/2016 03:48";1,315;1,315
2016-03-26 03:50:00;"26/03/2016 03:50";1,276;1,276
2016-03-26 03:52:00;"26/03/2016 03:52";1,327;1,327
2016-03-26 03:54:00;"26/03/2016 03:54";1,232;1,232
2016-03-26 03:56:00;"26/03/2016 03:56";1,289;1,289
2016-03-26 03:58:00;"26/03/2016 03:58";1,274;1,274
2016-03-26 04:00:00;"26/03/2016 04:00";1,284;1,284
2016-03-26 04:02:00;"26/03/2016 04:02";1,273;1,273
